sentence_1,sentence_2,label
"[5091, 5393, 824, 2851, 3548, 5055, 668, 6468, 3368, 8956, 588, 5393, 4160, 8705, 6032, 9876, 588, 2135]","[9291, 4205, 6778, 9854, 6974, 4048, 4706]",1
"[2566, 1828, 9854, 4048, 10781, 588, 58, 898, 2101, 6053, 8279, 9575, 2249, 3788]","[2566, 5590, 6440, 588, 2101, 2520, 8279, 9575, 2249, 3788]",1
"[3952, 4088, 10451, 2672, 8815, 3286, 1098]","[3952, 9854, 4088]",1
"[9484, 3353, 5550, 2408, 2169, 501, 6053, 2047, 10394, 8956, 3220, 8815, 9903, 8253, 1022, 4546, 6596, 824, 2169, 7088]","[9291, 683, 6993, 9315]",0
"[5091, 2416, 6993, 1044, 10126, 9876, 95, 5678, 10451]","[5091, 2416, 1044, 315]",1
"[5091, 10768, 9614, 824, 588, 6598, 230, 6993, 5356, 707, 5272]","[5091, 10768, 9614, 824, 6598, 6993, 2520, 588, 5272]",1
"[5091, 5393, 9389, 6053, 9627, 10451]","[9291, 5393, 6993, 3691]",1
"[4684, 1052, 10343, 824, 4316, 482, 6925, 2761, 824, 9513, 9876, 588, 9474, 2520, 3191, 824, 10678, 4299, 3797, 8815, 8829, 2907, 6993, 5366]","[1636, 9854, 824, 2169, 235]",0
"[5091, 9155, 4846, 8405, 925, 10162, 5320, 824, 588, 3334, 2135, 8667, 4797, 2249, 588, 5421, 9193]","[5091, 5634, 10162, 3541, 824, 8815, 3334, 2135]",0
"[5091, 10768, 7626, 824, 588, 10385, 9193, 10432, 588, 5797, 4495, 4392]","[5091, 7626, 1044, 654]",1
"[5091, 4850, 1775, 6704, 668, 4088, 358]","[5091, 4850, 9266, 824, 2169, 585]",0
"[8083, 824, 10385, 2249, 9846, 1899, 2249, 2306, 824, 1588, 2249, 5421, 1899, 7170, 4110, 5797, 4495]","[2553, 2306, 5806, 10385, 2249, 9846]",1
"[3952, 9854, 6200, 3368, 8956, 588, 8475, 881, 8258, 8471]","[3952, 930, 3368, 8956, 588, 8471]",1
"[5091, 10609, 9876, 6058, 7222, 8117, 588, 2666, 9489, 6311, 2374]","[5091, 10609, 6993, 9500, 2169, 6032, 9876, 588, 6311]",0
"[5091, 4617, 2912, 6053, 2169, 8688, 9769, 10159]","[5091, 4850, 2672, 4262, 9160, 3797, 707, 5870]",0
"[5091, 5393, 824, 8815, 482, 9193, 6993, 2905, 1421, 3007, 7157, 6053, 588, 9627, 5967, 8838, 9769, 154, 4706, 6778, 2869, 6053]","[5091, 2975, 9876, 3341, 10266, 9854, 10507, 588, 9037]",0
"[5091, 826, 395, 2003, 7004, 6038, 6008, 10524, 7720]","[4533, 7720]",0
"[9891, 4546, 5320, 3312, 9903, 2413, 10579, 501]","[9691, 9854, 4546, 5320, 4799, 9903, 2169, 501]",1
"[5091, 355, 4850, 8203, 3616, 10328, 1524, 870, 2169, 5353, 10451]","[9291, 4850, 6993, 4088, 2672, 588, 2161, 5237]",0
"[5091, 355, 5393, 2520, 8106, 4552, 5712, 4019, 1078, 668, 8815, 272, 4083]","[5091, 355, 5393, 6993, 300, 1421, 2943, 2672, 2169, 7898]",0
"[9891, 6778, 2001, 824, 2169, 10801]","[3952, 9854, 2672, 2169, 3216, 8672, 1467, 7541]",0
"[5091, 355, 7626, 4088, 588, 10750, 4616, 7217, 10399, 2672, 588, 10385, 4153]","[5091, 355, 7626, 4088, 2672, 588, 10385, 4153]",1
"[8387, 6457, 2249, 588, 4850, 2672, 588, 915, 7800]","[9691, 9854, 3710, 6508, 2672, 2169, 915]",0
"[9484, 3353, 5393, 6877, 824, 588, 9846, 3703, 7471, 2249, 10385, 4797, 4299, 5398, 8956, 5336, 668, 3195]","[5091, 5393, 6993, 4160, 6053, 10781, 3195, 591]",1
"[5091, 683, 6993, 1044, 588, 997, 1068, 9876, 5160, 10266, 6053, 588, 5724, 55, 5974]","[5091, 683, 6993, 2761, 10507, 3191, 2520, 5018, 2256, 7297]",0
"[5091, 683, 4939, 824, 10801, 905, 10571, 6993, 7170, 668, 588, 9489, 10063, 6053, 588, 10801, 149]","[5091, 683, 6993, 8667, 905, 10571]",1
"[9291, 1040, 1478, 4871, 6053, 2169, 6311]","[6465, 2371, 9854, 8396, 668, 588, 6311]",0
"[5091, 10609, 9876, 6778, 2249, 6508, 9854, 824, 9081, 9096]","[9691, 6993, 588, 10126, 5393]",0
"[8387, 6778, 7957, 10126, 9876, 7439, 6993, 6072, 392, 2249, 2169, 4706, 6072, 1536, 6224]","[9291, 6778, 9854, 7957, 4843]",1
"[957, 7626, 4299, 588, 138, 824, 588, 4395, 9145]","[9291, 7626, 7830, 2169, 138]",1
"[5091, 10609, 9876, 7011, 7986, 9854, 7957, 6053, 588, 785, 501]","[5091, 10609, 9876, 7011, 7986, 8839, 824, 588, 7357]",0
"[5091, 7621, 824, 588, 5543, 10, 2455, 588, 4449, 4233, 3327]","[5091, 7621, 4143, 3691]",1
"[5091, 355, 7626, 2249, 9614, 9854, 7957, 8071, 588, 8084, 1929, 824, 2169, 8362, 9876, 9627, 2249, 5681]","[9291, 355, 5590, 9854, 7957, 4843]",1
"[8387, 355, 7965, 9854, 1044, 824, 588, 585]","[8387, 7965, 6480, 1211]",1
"[5091, 6311, 10521, 5624, 8203, 2455, 2169, 4075, 3616, 8494, 7222, 8117, 588, 9014, 2866, 9769, 2169, 8672, 3870, 6053, 7580]","[5091, 6311, 10521, 5624, 6993, 8175, 824, 1421, 5491]",0
"[5091, 8362, 867, 5393, 2249, 4850, 9854, 4299, 9575, 7957, 824, 588, 501, 2520, 7986, 8523, 8528]","[5091, 5393, 2249, 588, 4850, 9854, 7957, 10451]",1
"[5867, 9854, 7957, 8561, 824, 4316, 8629]","[5091, 5393, 9296, 4289, 824, 2169, 9736, 5526, 1370]",0
"[8387, 10343, 6225, 2520, 8815, 7387, 8744]","[9891, 7986, 6225]",1
"[5091, 7011, 5393, 6993, 7957, 668, 2169, 501, 4299, 4205, 4024, 997, 53]","[5091, 5634, 824, 588, 515, 3408, 588, 5696, 9876, 53]",0
"[2566, 2636, 10182, 9854, 7957, 824, 588, 4691, 471, 6053, 2169, 5347, 5543]","[9291, 2636, 10182, 9854, 9315]",0
"[5091, 7626, 2249, 588, 9614, 10225, 2520, 4048, 4706]","[9691, 9854, 4205, 1828, 824, 3471, 10685]",1
"[5091, 7621, 565, 824, 2169, 9627]","[9291, 7621, 6993, 2275, 10451]",0
"[5091, 5393, 6993, 4299, 588, 5353, 3616, 10146, 8956, 1154, 3034, 5393, 6053, 2169, 10350]","[5091, 5393, 6993, 7180, 3797, 588, 5353]",1
"[5034, 9595, 668, 1105, 2169, 10801, 588, 355, 4850, 3257, 588, 1498, 9876, 707, 4322, 824, 2169, 3793]","[5091, 4850, 6993, 824, 2169, 10801]",1
"[5091, 3955, 6993, 4299, 3797, 1421, 9015, 2919, 9769, 2912, 8956, 588, 10768, 9614]","[9291, 3955, 6993, 824, 2169, 3639, 8705, 10178, 5852, 1421, 1088, 4110, 588, 8106, 1022, 2672, 9262]",0
"[5091, 7621, 888, 10420, 1131, 9728, 7773, 824, 10654, 8518, 2169, 8672, 3086, 95, 9728]","[5091, 458, 6993, 3024, 588, 2893]",0
"[9484, 4866, 5393, 8667, 588, 5421, 3548, 6993, 6072, 6053, 2169, 4153]","[5091, 355, 9614, 824, 588, 4316, 9193, 6993, 6072, 2672, 2169, 5950]",0
"[7920, 728, 588, 2025, 9070, 9140, 6779]","[9291, 4841, 9854, 5572, 4843]",1
"[5091, 9871, 10703, 2761, 3368, 8956, 588, 2135, 6072, 1322, 2169, 2209]","[9291, 9871, 10703, 6993, 6014, 707, 2943]",0
"[5091, 355, 4850, 8839, 6053, 588, 9228]","[5091, 4617, 6993, 1302]",1
"[5091, 9614, 2520, 7257, 1648, 9283, 6993, 10781, 4789, 8165]","[5091, 9614, 6993, 10781, 8165]",1
"[5091, 10609, 9876, 7986, 10451, 588, 1934]","[5091, 10609, 9876, 7986, 9854, 824, 588, 10524, 7145]",0
"[10414, 9854, 9017, 2818, 8705, 588, 5974, 6428, 8059]","[9291, 1828, 9854, 4828]",0
"[5091, 459, 7621, 9202, 1105, 2169, 5974]","[5091, 458, 10, 1105, 2169, 1530, 937]",0
"[5091, 4617, 824, 8815, 482, 9671, 2249, 4455, 4707, 6826, 2169, 501]","[9691, 6993, 588, 4617, 9433, 2169, 501]",1
"[5515, 824, 2782, 4764, 2249, 2851, 10359, 10432, 5797, 4495]","[9691, 6993, 588, 5393, 3691]",1
"[8387, 9186, 7391, 6890, 824, 588, 8271, 2753, 2181]","[2553, 683, 6993, 6546, 2169, 6186, 2520, 588, 4190, 4736]",0
"[5091, 4850, 5402, 9127, 2041, 588, 3822, 2455, 5977]","[9564, 5654, 8956, 1325, 5951, 2041, 588, 3822]",1
"[6563, 8507, 2672, 2169, 6959, 9876, 588, 3992, 824, 2169, 9627]","[6465, 7986, 4110, 2169, 3992]",0
"[9484, 3025, 6523, 355, 5393, 6993, 6620, 4872, 588, 5342, 8829, 824, 1421, 2919, 3249, 4205, 6349, 6053, 588, 4153, 6359, 2520, 2047, 9122, 7647, 949]","[9291, 5393, 9226, 588, 5342, 8829, 1105, 588, 1716]",0
"[5091, 5393, 8839, 2672, 2169, 2087, 2249, 5766, 8956, 588, 5167, 6819, 9769, 588, 4850, 2249, 355, 9614, 7004, 3368, 8956, 7580]","[5091, 5393, 8839, 2672, 2169, 2087, 2249, 5766, 8956, 588, 5167, 6819, 9769, 588, 4850, 2249, 355, 374, 9614, 6877, 3368, 8956, 7580]",1
"[10122, 4846, 5393, 824, 10385, 9193, 1768, 2520, 588, 9176]","[5091, 5342, 4850, 881, 8258]",0
"[5091, 9755, 6877, 8705, 588, 9567, 3973, 2924]","[5091, 9755, 6877, 3368, 8956, 8279, 7000, 2924]",1
"[5091, 5572, 1402, 9876, 588, 4484, 10692, 9109]","[5091, 1034, 10680, 3234, 1421, 9109]",0
"[5515, 2520, 230, 4425, 588, 6290, 9769, 6540, 1308, 6710]","[9291, 5393, 7830, 8004, 7004, 3797, 6430, 8494, 7830, 588, 281, 9109]",0
"[5091, 10768, 9614, 6053, 2169, 3216, 2520, 588, 3264, 824, 2919]","[9291, 9614, 6993, 10451, 6053, 2169, 3216]",1
"[5091, 4850, 7957, 9140, 2169, 8406, 6314, 2520, 588, 4252, 2603, 8879]","[5091, 4850, 7957, 9140, 2169, 8406, 6314, 2520, 588, 10338, 8879]",0
"[5091, 5393, 824, 588, 2736, 3548, 8203, 2672, 2169, 4075, 3616, 8494, 10631, 668, 2169, 1665, 1853, 6468, 794, 8705, 588, 5393, 2520, 588, 2736, 1859, 10817, 9193, 2249, 217]","[9291, 5393, 6993, 8667, 588, 3548]",1
"[5091, 6179, 4850, 2249, 3353, 5393, 9071, 6053, 9259, 9475, 4720]","[8387, 7986, 9854, 3272, 6053, 9259, 9475, 4720]",1
"[5091, 355, 9614, 10, 824, 2169, 10489, 824, 9513, 9876, 588, 9846, 3338]","[5091, 9614, 6993, 946, 6053, 2169, 4487]",0
"[8387, 6508, 2520, 3027, 8746, 9854, 5768, 5398]","[8387, 6508, 7110, 824, 1674, 7447, 2189]",0
"[5091, 5393, 2520, 588, 2851, 4449, 8654, 9193, 6993, 1044, 588, 9188, 9909]","[5091, 5393, 4143, 5158]",0
"[5091, 5393, 9389, 6053, 588, 9539, 6053, 2169, 6468, 1044, 588, 6641, 5242]","[5091, 9614, 6993, 1044, 9815]",0
"[9291, 5870, 6993, 1513, 2520, 671, 6961]","[5091, 683, 6993, 1513, 8705, 6961]",1
"[5091, 5393, 1574, 4186, 588, 8352]","[10209, 155, 6993, 7800]",0
"[5091, 4617, 824, 2169, 3639, 4338]","[5091, 4850, 6993, 824, 588, 9267]",1
"[5091, 355, 4850, 6993, 946, 824, 2169, 9627, 2520, 707, 4117, 1508]","[9291, 4850, 6993, 2761, 6053, 2169, 9627]",0
"[5091, 4850, 4299, 588, 8683, 9953, 3616, 2169, 3673, 8406, 9729, 8705]","[5091, 4850, 824, 588, 2797]",0
"[5091, 5393, 824, 588, 9846, 9193, 2249, 5062, 3876, 10781, 588, 2230, 2672, 588, 7700]","[9291, 5393, 6993, 824, 9513, 9876, 7986, 2912]",1
"[8387, 6778, 9389, 6053, 2169, 1090, 9876, 588, 3338, 9769, 3034, 10126, 6877, 6053, 588, 1624]","[9891, 6778, 9854, 6053, 588, 1090]",0
"[5091, 5393, 6993, 588, 9846, 843, 9671, 2520, 3680, 9379, 507, 3271, 3447, 10126, 9379, 8956, 3034, 9769, 588, 4850, 9122, 6053]","[5091, 843, 9671, 5105, 5393, 6993, 10555, 7675, 9769, 588, 4850, 7458]",1
"[5091, 10768, 9614, 6993, 518, 10300, 1105, 588, 7465, 9876, 2316]","[5091, 9614, 5743, 1105, 588, 7465, 9876, 2316]",1
"[5091, 3955, 6993, 4338, 2455, 588, 10685, 4721, 588, 9483]","[9691, 6993, 588, 3955, 824, 2169, 9483]",1
"[8387, 10343, 6800, 9806, 1464, 8956, 4004, 2041, 9876, 6725, 3324]","[9691, 6993, 588, 5227, 9876, 5974]",1
"[5091, 4818, 10703, 7318, 4546]","[9291, 10703, 6993, 6072, 2041, 2455, 2205, 1461, 3680]",1
"[5515, 6053, 588, 10801, 149, 4425, 588, 6290, 10563, 824, 2169, 10489]","[5515, 6053, 588, 10801, 149]",1
"[5091, 5393, 4921, 2041, 5133, 9876, 2169, 9750, 6416]","[9291, 5393, 7830, 588, 4075]",1
"[5091, 683, 824, 5642, 6993, 99, 8956, 10100, 4392, 588, 2851, 2501]","[5091, 683, 6993, 824, 588, 5642]",1
"[5091, 10609, 9876, 1828, 9854, 9389, 6053, 588, 309]","[9691, 9854, 1828, 3691]",1
"[5091, 5393, 8574, 6857, 6053, 9010, 824, 588, 5797, 9007, 4976, 588, 1049, 1199]","[9291, 5393, 6993, 1044, 2541]",0
"[5091, 8995, 4571, 7621, 6615, 8815, 482, 4495, 824, 1421, 5052, 9769, 7957, 3044, 5974]","[5091, 7621, 1776, 8344, 72, 9769, 10451]",1
"[8387, 5797, 6263, 7832, 8279, 1789, 8956, 2906, 8956, 2169, 4495]","[9291, 4205, 6263, 9854, 7151, 2169, 4495]",0
"[5091, 5870, 824, 588, 2851, 3548, 2993, 9900, 3247, 146]","[9291, 6429, 5441, 2169, 5870]",0
"[5091, 5393, 2993, 4233, 6668, 925, 9349, 824, 588, 2706, 5759]","[5091, 5393, 2249, 6508, 9854, 5800, 588, 5759, 9876, 2706]",0
"[5091, 7626, 2249, 588, 9614, 9854, 8396, 6053, 588, 7367, 824, 2169, 10449, 6053, 2169, 3216]","[8387, 355, 7986, 9854, 6053, 7471, 9876, 8815, 7257, 6974, 9638, 5974]",1
"[5091, 5634, 7830, 2279, 2041, 824, 2169, 366, 3176, 588, 3578]","[9291, 5634, 6993, 10451]",1
"[8387, 10714, 6778, 8667, 2915, 2249, 4623, 2609, 10126, 7830, 1421, 10324, 745, 2249, 7710, 8956, 7056]","[9291, 6778, 9854, 7519, 6053, 2169, 3216]",0
"[8387, 7986, 4712, 2169, 10096, 9876, 10293, 824, 588, 5139]","[3952, 6053, 588, 8866, 2455, 8815, 401]",0
"[5091, 10609, 9876, 4043, 8561, 7986, 9854, 9389, 6974, 4048, 4706, 6993, 588, 8988, 9145, 9876, 588, 1853]","[10074, 824, 1934]",0
"[6886, 3920, 6993, 824, 2169, 10489, 3249, 588, 3862, 2975, 9876, 7986, 2672, 9638, 9636, 9876, 2129]","[6346, 6993, 4976, 9638, 9636, 9876, 401]",1
"[5091, 5233, 9876, 1828, 824, 9846, 9854, 5370, 588, 6024, 4638, 9769, 3034, 683, 10, 9502]","[5091, 10609, 9876, 6778, 6480, 5347, 6053, 588, 7750, 7738, 7761]",0
"[5091, 7626, 7773, 6974, 9638, 864]","[5091, 6578, 5870, 6993, 10001, 6974, 9638, 2204]",1
"[5091, 4850, 4143, 707, 5353]","[9291, 4850, 6480, 2520, 707, 138, 3840]",0
"[2532, 2249, 459, 7621, 9647, 9903, 6989, 2520, 9846, 2516]","[8387, 2876, 9854, 9647, 259]",1
"[8387, 7011, 6508, 2520, 3027, 5421, 8746, 2912, 2520, 4048, 4706]","[8387, 6508, 6695, 2520, 4048, 4706]",1
"[6680, 9854, 9481, 4441, 2169, 1724, 2455, 2169, 1985]","[9291, 1724, 7830, 2279, 8418, 2831, 5986]",0
"[5091, 5634, 2520, 588, 10041, 5475, 4878, 9787, 2169, 4710, 3496]","[5091, 8427, 5393, 2094, 2169, 4710, 8518]",0
"[8387, 10343, 6225, 824, 9513, 9876, 588, 7139, 8836, 4114, 8471, 2907, 6993, 3914, 8956, 588, 10688, 8266, 5834, 9769, 1629, 7528, 8300, 10138, 824, 2169, 7088]","[9291, 4205, 10343, 9854, 8396, 6540, 6995, 7305, 2249, 9094, 2455, 2169, 7986, 10507, 7228]",0
"[5091, 5393, 824, 588, 4455, 9193, 9122, 2672, 588, 6447, 824, 588, 3822]","[5091, 5393, 824, 4455]",1
"[5091, 10768, 7626, 2520, 5421, 5883, 8746, 9389, 824, 588, 10385, 9539, 2907, 6993, 6053, 2169, 6468]","[5091, 7626, 6993, 2761, 824, 8815, 954, 7376]",0
"[5091, 5393, 2249, 4205, 6508, 9854, 5428, 588, 5421, 1710]","[5091, 5178, 7986, 9854, 6072, 2672, 588, 1710]",1
"[9484, 481, 5393, 2761, 6974, 588, 6179, 5393]","[8387, 4866, 6778, 6480, 5160, 10266]",0
"[5091, 5421, 7621, 2249, 588, 459, 7621, 9854, 2761, 3368, 8956, 4048, 4706, 824, 2169, 10801]","[4116, 6993, 2761]",0
"[9291, 355, 9614, 6993, 2761, 824, 588, 3822]","[9291, 9614, 6993, 10507, 4822, 824, 707, 9267]",0
"[5091, 4449, 4233, 3327, 565, 1105, 2169, 6481, 3616, 4205, 7986, 10126, 8574, 5058, 8705, 2169, 4706, 2147, 4110, 10678]","[8387, 7986, 9854, 1044, 2520, 588, 4449, 4233, 3327]",1
"[5091, 5393, 6993, 8256, 9933, 6072, 2672, 588, 1637]","[5091, 5393, 6993, 1741, 588, 8737]",0
"[5091, 5393, 6993, 5409, 824, 2169, 501]","[5091, 5393, 6993, 10451]",1
"[6922, 8362, 867, 5374, 6024, 2249, 2587, 4706, 7986, 4189, 6053, 2169, 6024, 6186, 3616, 588, 6077, 5393, 2416, 5143, 9876, 588, 5353, 9188, 9909, 2249, 1307, 6480, 6053, 588, 4506]","[5091, 355, 5393, 2249, 4850, 6024, 8705, 9275]",0
"[5091, 4850, 9017, 707, 953, 9403, 8705, 8815, 7701]","[9691, 6993, 8815, 7701, 4326, 9238]",1
"[5091, 10768, 9614, 2520, 707, 8746, 3276, 3797, 824, 2169, 10489, 6053, 8815, 10489, 1238, 7568]","[5091, 9614, 10452, 668, 2169, 4531]",0
"[9291, 9614, 3257, 588, 5998, 3447, 6540, 1308, 6710]","[9291, 9614, 7289, 588, 4817, 2672, 2169, 3216]",0
"[8387, 6778, 6053, 2169, 8688, 2672, 588, 4745, 9876, 4683, 9798]","[8387, 6778, 9854, 8580, 7531]",0
"[5091, 2665, 7370, 824, 905, 6925, 2249, 7358, 1768, 8956, 2665, 4843, 10033, 9876, 9246, 6053, 588, 2924, 2907, 6993, 6640, 3797, 2041, 9876, 588, 5391, 9876, 5974]","[5818, 2951, 3495]",0
"[7320, 6778, 9854, 8396, 824, 1331, 9380, 7343, 2419, 8667, 9648, 2249, 1246, 3211, 824, 588, 10096, 9876, 9873]","[9291, 6778, 9854, 1044, 5347, 2520, 4048, 4706]",0
"[5091, 355, 7626, 8667, 588, 10619, 9122, 668, 9903, 588, 3174, 2672, 10595, 3191, 824, 2169, 5974]","[5091, 7626, 10731, 8956, 10740]",0
"[5091, 5393, 6443, 1042, 6053, 2169, 2209, 9140, 588, 2135, 9903, 9689]","[5091, 5393, 6993, 9140, 588, 2135, 9903, 9689]",1
"[5091, 5393, 8667, 588, 8494, 8916, 9224, 9262, 3548, 2249, 482, 4732, 708, 9676, 6993, 4338, 2672, 2169, 4075]","[9291, 5393, 1149, 8956, 3220, 8615]",1
"[8387, 9189, 2249, 7025, 4144, 6053, 4506, 1044, 8279, 7338, 4425, 824, 9513, 9876, 588, 2975]","[9291, 4144, 9854, 10015, 8104, 9119]",0
"[5091, 355, 9614, 8667, 588, 2064, 8428, 9272, 4299, 8815, 482, 4495, 824, 707, 9015, 2919, 7957, 3044, 4316, 9224, 9627, 8523, 588, 3338]","[9691, 6993, 9224, 9627, 6413, 8523, 2169, 3338]",1
"[9291, 9924, 7876, 6993, 8396, 4392, 588, 8372, 824, 2169, 4083]","[5091, 9924, 7876, 6993, 8396, 8279, 6103, 10451]",1
"[5091, 4850, 824, 3665, 5409]","[5091, 4850, 824, 3665, 5409]",1
"[957, 5393, 2249, 4850, 946, 6053, 588, 997, 3195, 5759, 8224, 3249, 10595, 4706, 3195, 2472]","[9691, 6993, 5875, 10126, 683, 1968]",0
"[9291, 4617, 2520, 2169, 459, 9193, 6053, 6993, 2912, 2520, 2169, 5634, 2520, 2169, 9846, 9193, 6053, 2169, 6468]","[5091, 5696, 9876, 7986, 9854, 2912, 6974, 588, 501]",1
"[9484, 4656, 6578, 7730, 8125, 4636, 1421, 7790]","[8387, 7884, 824, 588, 1114]",1
"[5091, 10609, 9876, 5590, 9854, 10001, 9769, 1044, 5797]","[9291, 1828, 9854, 1044, 552]",0
"[4593, 10685, 6993, 6040, 10451, 588, 3966, 2520, 7986, 9876, 7011, 2152, 8396, 8071, 2520, 473, 1916]","[5091, 8015, 9841, 8523, 588, 2556, 2249, 588, 9871, 2943]",0
"[5091, 5393, 824, 588, 3665, 9193, 2249, 4797, 6993, 7957, 668, 2169, 501, 8580, 588, 2194, 3447, 588, 8974]","[9291, 5393, 6993, 3691]",1
"[5091, 5393, 824, 588, 1252, 3548, 6072, 8956, 1421, 9015]","[9291, 5393, 7830, 1421, 4117, 1508]",0
"[5091, 5393, 824, 588, 5421, 9671, 2249, 10385, 9193, 6993, 2912, 6053, 1421, 8688, 1211]","[5091, 5393, 6993, 6053, 1421, 8688]",1
"[5091, 9614, 9389, 824, 588, 10385, 9539, 824, 2169, 10449, 1741, 588, 8737]","[5091, 9614, 6993, 1741, 588, 8737]",1
"[5091, 9846, 7621, 3408, 588, 8974, 824, 95, 5052, 3044, 2169, 10801]","[5091, 7621, 6993, 7957, 824, 2169, 10449, 2520, 588, 3488, 824, 95, 5052]",0
"[5091, 5393, 6053, 588, 4484, 7170, 668, 2169, 501, 9769, 588, 5393, 6877, 8343, 6053, 2169, 6468, 824, 588, 5062, 9193, 10427, 588, 10685, 9876, 588, 8471, 2520, 8815, 482, 10399, 8156, 10030, 10678]","[9291, 5393, 6993, 8175, 824, 1421, 7084]",0
"[5091, 5393, 7957, 2041, 9876, 588, 6547, 3639]","[5091, 5393, 5322, 2041, 9876, 588, 3375, 10289, 1387]",0
"[5091, 7621, 2794, 3209, 3364, 588, 3216]","[5091, 7621, 10]",1
"[2553, 683, 6993, 9389, 6053, 588, 3216, 2520, 588, 6600, 824, 2169, 7088]","[5091, 683, 8839, 6053, 588, 3216]",1
"[5091, 4425, 8667, 588, 9846, 9193, 6993, 2761, 3249, 588, 2975, 9876, 9245]","[5091, 7112, 2761, 1867, 6053, 4506]",0
"[5091, 5393, 2249, 588, 4850, 9854, 2672, 588, 5237, 3960, 2766]","[9291, 4850, 6993, 3480, 3960, 588, 2766]",0
"[5091, 9846, 7621, 10001, 3447, 588, 4196, 9145]","[5091, 9846, 7621, 7773, 824, 2169, 235]",0
"[5515, 4299, 588, 8471, 2961, 6732, 5237]","[5091, 5393, 1044, 9207]",0
"[5091, 355, 7626, 824, 4797, 6993, 824, 588, 5543, 6974, 588, 9638, 5681]","[5091, 7626, 6993, 824, 2169, 5543]",1
"[9484, 481, 4850, 6993, 9787, 588, 1710, 2520, 588, 537]","[9291, 4850, 6993, 4024, 355]",0
"[5091, 355, 5393, 8667, 588, 9224, 9193, 4710]","[9291, 5393, 6993, 8175]",0
"[8387, 3353, 6508, 9854, 9389, 6053, 588, 9228, 824, 9513, 9876, 588, 2160, 2135, 2249, 846, 1716, 5234]","[8387, 6508, 9854, 4088]",1
"[5091, 4850, 824, 2831, 9846, 7957, 668, 2169, 501]","[9291, 4850, 6993, 7957]",1
"[5091, 5393, 10721, 1105, 588, 6111, 3616, 3034, 5393, 4143, 9155, 6479, 8523, 7580]","[8387, 6778, 9854, 1044, 315, 4843]",1
"[8617, 5347, 6263, 9389, 6053, 2169, 2209]","[9291, 6263, 9854, 2761, 824, 1734]",0
"[3952, 9854, 4299, 4610, 2249, 3479]","[3952, 9854, 3479]",1
"[5091, 5393, 1044, 1156, 6053, 2169, 3216]","[10209, 155, 6993, 1044]",0
"[5091, 355, 9614, 8667, 588, 6598, 9193, 10631, 3044, 8815, 473, 1710]","[5091, 9614, 10631, 3044, 588, 1710]",1
"[9891, 774, 10266, 824, 10385, 9648, 2869, 2672, 8815, 2243, 668, 4484, 6053, 588, 6468, 5731, 588, 4083]","[8387, 7986, 4019, 6525]",0
"[5091, 683, 824, 588, 997, 473, 9267, 2520, 588, 8084, 6186, 3473, 6053, 8031, 10126, 2919]","[9291, 683, 6993, 6053, 2169, 6186, 824, 6232]",0
"[9291, 9409, 5064, 2169, 5974, 2520, 8279, 6496, 1835, 3616, 1969, 2469, 6640, 824]","[9291, 9409, 2469, 2761, 6053, 2169, 2087]",0
"[5091, 3983, 7288, 8956, 6619, 588, 1498, 9876, 2169, 9614]","[9291, 4075, 6993, 8413, 9876, 10750]",0
"[5091, 10609, 9876, 552, 6263, 7004, 6053, 2169, 552, 1358]","[5091, 10609, 9876, 552, 6263, 1775, 6053, 2169, 552, 1358]",0
"[5091, 5797, 2306, 6993, 747, 2169, 4495, 4721, 588, 5797, 9007]","[9291, 2306, 6993, 6974, 2169, 4495]",1
"[5091, 4850, 6877, 2520, 588, 9224, 2249, 9846, 3548, 2520, 588, 374, 3380, 2805, 64, 10497, 1563, 6053, 10678]","[9291, 4850, 10452, 8956, 246]",0
"[5091, 5393, 6993, 9089, 824, 8815, 1115, 2672, 2169, 585, 9876, 588, 5237]","[5091, 5393, 6993, 824, 588, 5237]",1
"[5091, 9614, 2520, 588, 2851, 2249, 9846, 5385, 3751, 2249, 6589, 5402, 6993, 5385, 824, 588, 1644]","[5091, 9614, 6993, 824, 5974]",1
"[2553, 7626, 3198, 9119, 3034, 7626, 3797, 6053, 1421, 392]","[8387, 4191, 9854, 1044, 3731, 9502, 3368, 8956, 4048, 4706]",0
"[2532, 2249, 9846, 7621, 10001, 4623, 2851, 6159, 824, 5052]","[9291, 458, 7830, 588, 6159, 824, 1421, 5052]",0
"[5091, 9614, 8667, 734, 5062, 4707, 7530, 707, 1239, 3368, 8956, 588, 9846, 4487]","[5091, 9614, 2951, 588, 698, 4650]",0
"[8387, 6508, 4160, 6053, 588, 6493, 9176]","[8387, 6508, 9854, 2782, 3319, 8956, 472, 2672, 588, 3200]",0
"[9291, 3881, 2306, 824, 2169, 10385, 9193, 6993, 4299, 1421, 1898, 3787, 3797, 824, 2169, 10489]","[9291, 683, 7750, 1044, 5797]",0
"[8387, 2876, 9854, 10001, 8563, 2169, 5974, 3044, 459, 9627]","[8387, 2876, 9854, 9389, 6053, 2169, 585, 6186]",0
"[5091, 10768, 7626, 824, 588, 5062, 9193, 946, 6053, 1421, 908, 6053, 588, 3931]","[5091, 7626, 9647, 6053, 588, 3931]",0
"[2566, 1828, 1044, 824, 2169, 10449, 2672, 588, 3216]","[10414, 1044, 1211]",0
